卫视频道,#genre#
辽宁卫视,http://114.226.212.190:8787/rtp/239.49.8.48:8000
黑龙江卫视,http://114.226.212.190:8787/rtp/239.49.8.14:9426
湖北卫视,http://114.226.212.190:8787/rtp/239.49.8.8:9632
天津卫视,http://114.226.212.190:8787/rtp/239.49.8.35:8620
江苏卫视,http://114.226.212.191:8787/rtp/239.49.8.138:6000
浙江卫视,http://114.226.212.191:8787/rtp/239.49.8.139:6000
东方卫视,http://114.226.212.191:8787/rtp/239.49.8.140:6000
北京卫视,http://114.226.212.191:8787/rtp/239.49.8.141:6000
湖南卫视,http://114.226.212.191:8787/rtp/239.49.8.142:6000
广东卫视,http://114.226.212.191:8787/rtp/239.49.8.143:6000
深圳卫视,http://114.226.212.191:8787/rtp/239.49.8.145:6000
山东卫视,http://114.226.212.191:8787/rtp/239.49.8.146:6000
湖北卫视,http://114.226.212.191:8787/rtp/239.49.8.147:6000
天津卫视,http://114.226.212.191:8787/rtp/239.49.8.148:6000
河北卫视,http://114.226.212.191:8787/rtp/239.49.8.188:6000
安徽卫视,http://114.226.212.191:8787/rtp/239.49.8.204:6000
江西卫视,http://114.226.212.191:8787/rtp/239.49.8.185:6000
重庆卫视,http://114.226.212.191:8787/rtp/239.49.8.149:6000
黑龙江卫视,http://114.226.212.191:8787/rtp/239.49.8.144:6000
吉林卫视,http://114.226.212.191:8787/rtp/239.49.1.49:6000
青海卫视,http://114.226.212.191:8787/rtp/239.49.1.53:6000
辽宁卫视,http://114.226.212.191:8787/rtp/239.49.1.35:6000
广西卫视,http://114.226.212.191:8787/rtp/239.49.1.40:6000
海南卫视,http://114.226.212.191:8787/rtp/239.49.1.41:6000
四川卫视,http://114.226.212.191:8787/rtp/239.49.1.43:6000
河南卫视,http://114.226.212.191:8787/rtp/239.49.1.44:6000
东南卫视,http://114.226.212.191:8787/rtp/239.49.1.45:6000
山西卫视,http://114.226.212.191:8787/rtp/239.49.1.51:6000
贵州卫视,http://114.226.212.191:8787/rtp/239.49.1.52:6000
云南卫视,http://114.226.212.191:8787/rtp/239.49.1.235:6000
江苏卫视,http://114.226.212.191:8787/rtp/239.49.8.16:9602
湖南卫视,http://114.226.212.191:8787/rtp/239.49.8.12:9418
浙江卫视,http://114.226.212.191:8787/rtp/239.49.8.20:9618
北京卫视,http://114.226.212.191:8787/rtp/239.49.8.11:9414
东方卫视,http://114.226.212.191:8787/rtp/239.49.8.17:9606
广东卫视,http://114.226.212.191:8787/rtp/239.49.8.13:9422
山东卫视,http://114.226.212.191:8787/rtp/239.49.8.7:9306
深圳卫视,http://114.226.212.191:8787/rtp/239.49.8.15:9430
重庆卫视,http://114.226.212.191:8787/rtp/239.49.8.57:9830
辽宁卫视,http://114.226.212.191:8787/rtp/239.49.8.48:8000
黑龙江卫视,http://114.226.212.191:8787/rtp/239.49.8.14:9426
湖北卫视,http://114.226.212.191:8787/rtp/239.49.8.8:9632
天津卫视,http://114.226.212.191:8787/rtp/239.49.8.35:8620
江苏卫视,http://121.237.244.171:8888/rtp/239.49.8.138:6000
浙江卫视,http://121.237.244.171:8888/rtp/239.49.8.139:6000
东方卫视,http://121.237.244.171:8888/rtp/239.49.8.140:6000
北京卫视,http://121.237.244.171:8888/rtp/239.49.8.141:6000
湖南卫视,http://121.237.244.171:8888/rtp/239.49.8.142:6000
广东卫视,http://121.237.244.171:8888/rtp/239.49.8.143:6000
深圳卫视,http://121.237.244.171:8888/rtp/239.49.8.145:6000
山东卫视,http://121.237.244.171:8888/rtp/239.49.8.146:6000
湖北卫视,http://121.237.244.171:8888/rtp/239.49.8.147:6000
天津卫视,http://121.237.244.171:8888/rtp/239.49.8.148:6000
河北卫视,http://121.237.244.171:8888/rtp/239.49.8.188:6000
安徽卫视,http://121.237.244.171:8888/rtp/239.49.8.204:6000
江西卫视,http://121.237.244.171:8888/rtp/239.49.8.185:6000
重庆卫视,http://121.237.244.171:8888/rtp/239.49.8.149:6000
黑龙江卫视,http://121.237.244.171:8888/rtp/239.49.8.144:6000
吉林卫视,http://121.237.244.171:8888/rtp/239.49.1.49:6000
青海卫视,http://121.237.244.171:8888/rtp/239.49.1.53:6000
辽宁卫视,http://121.237.244.171:8888/rtp/239.49.1.35:6000
广西卫视,http://121.237.244.171:8888/rtp/239.49.1.40:6000
海南卫视,http://121.237.244.171:8888/rtp/239.49.1.41:6000
四川卫视,http://121.237.244.171:8888/rtp/239.49.1.43:6000
河南卫视,http://121.237.244.171:8888/rtp/239.49.1.44:6000
东南卫视,http://121.237.244.171:8888/rtp/239.49.1.45:6000
山西卫视,http://121.237.244.171:8888/rtp/239.49.1.51:6000
贵州卫视,http://121.237.244.171:8888/rtp/239.49.1.52:6000
云南卫视,http://121.237.244.171:8888/rtp/239.49.1.235:6000
江苏卫视,http://121.237.244.171:8888/rtp/239.49.8.16:9602
湖南卫视,http://121.237.244.171:8888/rtp/239.49.8.12:9418
浙江卫视,http://121.237.244.171:8888/rtp/239.49.8.20:9618
北京卫视,http://121.237.244.171:8888/rtp/239.49.8.11:9414
东方卫视,http://121.237.244.171:8888/rtp/239.49.8.17:9606
广东卫视,http://121.237.244.171:8888/rtp/239.49.8.13:9422
山东卫视,http://121.237.244.171:8888/rtp/239.49.8.7:9306
深圳卫视,http://121.237.244.171:8888/rtp/239.49.8.15:9430
重庆卫视,http://121.237.244.171:8888/rtp/239.49.8.57:9830
辽宁卫视,http://121.237.244.171:8888/rtp/239.49.8.48:8000
黑龙江卫视,http://121.237.244.171:8888/rtp/239.49.8.14:9426
湖北卫视,http://121.237.244.171:8888/rtp/239.49.8.8:9632
天津卫视,http://121.237.244.171:8888/rtp/239.49.8.35:8620
江苏卫视,http://121.237.245.123:8888/rtp/239.49.8.138:6000
浙江卫视,http://121.237.245.123:8888/rtp/239.49.8.139:6000
东方卫视,http://121.237.245.123:8888/rtp/239.49.8.140:6000
北京卫视,http://121.237.245.123:8888/rtp/239.49.8.141:6000
湖南卫视,http://121.237.245.123:8888/rtp/239.49.8.142:6000
广东卫视,http://121.237.245.123:8888/rtp/239.49.8.143:6000
深圳卫视,http://121.237.245.123:8888/rtp/239.49.8.145:6000
山东卫视,http://121.237.245.123:8888/rtp/239.49.8.146:6000
湖北卫视,http://121.237.245.123:8888/rtp/239.49.8.147:6000
天津卫视,http://121.237.245.123:8888/rtp/239.49.8.148:6000
河北卫视,http://121.237.245.123:8888/rtp/239.49.8.188:6000
安徽卫视,http://121.237.245.123:8888/rtp/239.49.8.204:6000
江西卫视,http://121.237.245.123:8888/rtp/239.49.8.185:6000
重庆卫视,http://121.237.245.123:8888/rtp/239.49.8.149:6000
黑龙江卫视,http://121.237.245.123:8888/rtp/239.49.8.144:6000
吉林卫视,http://121.237.245.123:8888/rtp/239.49.1.49:6000
青海卫视,http://121.237.245.123:8888/rtp/239.49.1.53:6000
辽宁卫视,http://121.237.245.123:8888/rtp/239.49.1.35:6000
广西卫视,http://121.237.245.123:8888/rtp/239.49.1.40:6000
海南卫视,http://121.237.245.123:8888/rtp/239.49.1.41:6000
四川卫视,http://121.237.245.123:8888/rtp/239.49.1.43:6000
河南卫视,http://121.237.245.123:8888/rtp/239.49.1.44:6000
东南卫视,http://121.237.245.123:8888/rtp/239.49.1.45:6000
山西卫视,http://121.237.245.123:8888/rtp/239.49.1.51:6000
贵州卫视,http://121.237.245.123:8888/rtp/239.49.1.52:6000
云南卫视,http://121.237.245.123:8888/rtp/239.49.1.235:6000
江苏卫视,http://121.237.245.123:8888/rtp/239.49.8.16:9602
湖南卫视,http://121.237.245.123:8888/rtp/239.49.8.12:9418
浙江卫视,http://121.237.245.123:8888/rtp/239.49.8.20:9618
北京卫视,http://121.237.245.123:8888/rtp/239.49.8.11:9414
东方卫视,http://121.237.245.123:8888/rtp/239.49.8.17:9606
广东卫视,http://121.237.245.123:8888/rtp/239.49.8.13:9422
山东卫视,http://121.237.245.123:8888/rtp/239.49.8.7:9306
深圳卫视,http://121.237.245.123:8888/rtp/239.49.8.15:9430
重庆卫视,http://121.237.245.123:8888/rtp/239.49.8.57:9830
辽宁卫视,http://121.237.245.123:8888/rtp/239.49.8.48:8000
黑龙江卫视,http://121.237.245.123:8888/rtp/239.49.8.14:9426
湖北卫视,http://121.237.245.123:8888/rtp/239.49.8.8:9632
天津卫视,http://121.237.245.123:8888/rtp/239.49.8.35:8620
江苏卫视,http://121.237.245.25:8888/rtp/239.49.8.138:6000
浙江卫视,http://121.237.245.25:8888/rtp/239.49.8.139:6000
东方卫视,http://121.237.245.25:8888/rtp/239.49.8.140:6000
北京卫视,http://121.237.245.25:8888/rtp/239.49.8.141:6000
湖南卫视,http://121.237.245.25:8888/rtp/239.49.8.142:6000
广东卫视,http://121.237.245.25:8888/rtp/239.49.8.143:6000
深圳卫视,http://121.237.245.25:8888/rtp/239.49.8.145:6000
山东卫视,http://121.237.245.25:8888/rtp/239.49.8.146:6000
湖北卫视,http://121.237.245.25:8888/rtp/239.49.8.147:6000
天津卫视,http://121.237.245.25:8888/rtp/239.49.8.148:6000
河北卫视,http://121.237.245.25:8888/rtp/239.49.8.188:6000
安徽卫视,http://121.237.245.25:8888/rtp/239.49.8.204:6000
江西卫视,http://121.237.245.25:8888/rtp/239.49.8.185:6000
重庆卫视,http://121.237.245.25:8888/rtp/239.49.8.149:6000
黑龙江卫视,http://121.237.245.25:8888/rtp/239.49.8.144:6000
吉林卫视,http://121.237.245.25:8888/rtp/239.49.1.49:6000
青海卫视,http://121.237.245.25:8888/rtp/239.49.1.53:6000
辽宁卫视,http://121.237.245.25:8888/rtp/239.49.1.35:6000
广西卫视,http://121.237.245.25:8888/rtp/239.49.1.40:6000
海南卫视,http://121.237.245.25:8888/rtp/239.49.1.41:6000
四川卫视,http://121.237.245.25:8888/rtp/239.49.1.43:6000
河南卫视,http://121.237.245.25:8888/rtp/239.49.1.44:6000
东南卫视,http://121.237.245.25:8888/rtp/239.49.1.45:6000
山西卫视,http://121.237.245.25:8888/rtp/239.49.1.51:6000
贵州卫视,http://121.237.245.25:8888/rtp/239.49.1.52:6000
云南卫视,http://121.237.245.25:8888/rtp/239.49.1.235:6000
江苏卫视,http://121.237.245.25:8888/rtp/239.49.8.16:9602
湖南卫视,http://121.237.245.25:8888/rtp/239.49.8.12:9418
浙江卫视,http://121.237.245.25:8888/rtp/239.49.8.20:9618
北京卫视,http://121.237.245.25:8888/rtp/239.49.8.11:9414
东方卫视,http://121.237.245.25:8888/rtp/239.49.8.17:9606
广东卫视,http://121.237.245.25:8888/rtp/239.49.8.13:9422
山东卫视,http://121.237.245.25:8888/rtp/239.49.8.7:9306
深圳卫视,http://121.237.245.25:8888/rtp/239.49.8.15:9430
重庆卫视,http://121.237.245.25:8888/rtp/239.49.8.57:9830
辽宁卫视,http://121.237.245.25:8888/rtp/239.49.8.48:8000
黑龙江卫视,http://121.237.245.25:8888/rtp/239.49.8.14:9426
湖北卫视,http://121.237.245.25:8888/rtp/239.49.8.8:9632
天津卫视,http://121.237.245.25:8888/rtp/239.49.8.35:8620
贵州卫视,http://61.159.134.186:4022/rtp/238.255.2.1:5999
贵州卫视3,http://61.159.134.186:4022/rtp/238.255.2.3:5999
黑龙江卫视,http://61.159.134.186:4022/rtp/238.255.2.96:5999
青海卫视,http://61.159.134.186:4022/rtp/238.255.2.51:5999
天津卫视,http://61.159.134.186:4022/rtp/238.255.2.99:5999
辽宁卫视,http://61.159.134.186:4022/rtp/238.255.2.69:5999
康巴卫视,http://61.159.134.186:4022/rtp/238.255.2.140:5999
湖北卫视,http://27.18.144.38:9100/rtp/239.254.96.115:8664
河北卫视,http://27.18.144.38:9100/rtp/239.254.96.113:9616
深圳卫视,http://27.18.144.38:9100/rtp/239.254.96.137:8896
湖南卫视,http://27.18.144.38:9100/rtp/239.254.96.139:8908
广东卫视,http://27.18.144.38:9100/rtp/239.254.96.140:8914
北京卫视,http://27.18.144.38:9100/rtp/239.254.96.141:8920
东方卫视,http://27.18.144.38:9100/rtp/239.254.96.142:8926
浙江卫视,http://27.18.144.38:9100/rtp/239.254.96.143:8932
江苏卫视,http://27.18.144.38:9100/rtp/239.254.96.144:8938
天津卫视,http://27.18.144.38:9100/rtp/239.69.1.68:10048
山东卫视,http://27.18.144.38:9100/rtp/239.69.1.69:10054
安徽卫视,http://27.18.144.38:9100/rtp/239.69.1.70:10060
辽宁卫视,http://27.18.144.38:9100/rtp/239.69.1.71:10066
东南卫视,http://27.18.144.38:9100/rtp/239.69.1.108:10286
江西卫视,http://27.18.144.38:9100/rtp/239.69.1.126:10394
重庆卫视,http://27.18.144.38:9100/rtp/239.69.1.149:10530
贵州卫视,http://27.18.144.38:9100/rtp/239.69.1.150:10536
海南卫视,http://27.18.144.38:9100/rtp/239.69.1.151:10542
河南卫视,http://27.18.144.38:9100/rtp/239.69.1.168:10644
四川卫视,http://27.18.144.38:9100/rtp/239.69.1.169:10650
广西卫视,http://27.18.144.38:9100/rtp/239.69.1.191:10788
吉林卫视,http://27.18.144.38:9100/rtp/239.69.1.212:10914
黑龙江卫视,http://27.18.144.38:9100/rtp/239.254.96.138:8902
北京卫视4K超高清,http://36.49.50.4:8800/rtp/239.37.0.109:5540
海南卫视,http://36.49.50.4:8800/rtp/239.37.0.102:5540
青海卫视,http://36.49.50.4:8800/rtp/239.37.0.104:5540
陕西卫视,http://36.49.50.4:8800/rtp/239.37.0.103:5540
延边卫视,http://36.49.50.4:8800/rtp/239.37.0.116:5540
安多卫视,https://stream1.freetv.fun/52d0df257c5c3cec42f2ae19268dbbc261256ff391b27bd83553bea941d0c186.m3u8
安多卫视,https://liveout.xntv.tv/a65jur/96iln2.m3u8
凤凰卫视,http://php.jdshipin.com:8880/smt.php?id=phoenixtv_hd
凤凰卫视,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
香港卫视,http://cctvtxyh5c.liveplay.myqcloud.com/cstv/xianggangweishi_2/index.m3u8
香港卫视,https://stream1.freetv.fun/5335c88a9a7d8b74173b491f480d4f94e8d3bd596af54478106aa2399e6c7917.ctv
香港卫视,https://stream1.freetv.fun/c751876ae5ceaa0d82b5cf2badc152342aa92a4b45bf504d12ee45966b2fc644.ctv
香港卫视,https://stream1.freetv.fun/5335c88a9a7d8b74173b491f480d4f94e8d3bd596af54478106aa2399e6c7917.m3u8
香港卫视,https://stream1.freetv.fun/ae7eaf28d8610cdc1651ef6a1f7dbb24b49c5a87627d0d881330afaea37a1616.m3u8
河北卫视,http://60.4.28.19:8077/rtp/239.253.92.154:6011
湖南卫视,http://60.4.28.19:8077/rtp/239.253.92.84:8015
浙江卫视,http://60.4.28.19:8077/rtp/239.253.92.90:8020
江苏卫视,http://60.4.28.19:8077/rtp/239.253.92.88:8018
北京卫视,http://60.4.28.19:8077/rtp/239.253.92.87:8014
东南卫视,http://60.4.28.19:8077/rtp/239.253.92.201:6146
东方卫视,http://60.4.28.19:8077/rtp/239.253.92.89:8019
天津卫视,http://60.4.28.19:8077/rtp/239.253.92.91:8021
深圳卫视,http://60.4.28.19:8077/rtp/239.253.92.86:8017
山东卫视,http://60.4.28.19:8077/rtp/239.253.92.207:8109
广东卫视,http://60.4.28.19:8077/rtp/239.253.92.206:8108
黑龙江卫视,http://60.4.28.19:8077/rtp/239.253.92.85:8016
辽宁卫视,http://60.4.28.19:8077/rtp/239.253.92.115:6056
安徽卫视,http://60.4.28.19:8077/rtp/239.253.92.209:6566
湖北卫视,http://60.4.28.19:8077/rtp/239.253.92.210:6567
四川卫视,http://60.4.28.19:8077/rtp/239.253.92.16:6043
重庆卫视,http://60.4.28.19:8077/rtp/239.253.92.10:6053
河南卫视,http://60.4.28.19:8077/rtp/239.253.92.137:6144
广西卫视,http://60.4.28.19:8077/rtp/239.253.92.76:8043
贵州卫视,http://60.4.28.19:8077/rtp/239.253.92.105:6055
江西卫视,http://60.4.28.19:8077/rtp/239.253.92.19:6145
吉林卫视,http://60.4.28.19:8077/rtp/239.253.92.202:6147
海南卫视,http://60.4.28.19:8077/rtp/239.253.93.155:6323
北京卫视4K超高清,http://60.4.28.19:8077/rtp/239.253.92.220:6229
山东教育卫视,http://60.4.28.19:8077/rtp/239.253.92.106:6135
兵团卫视,http://60.4.28.19:8077/rtp/239.253.93.176:6344
山东卫视,http://39.77.22.26:4002/rtp/239.253.254.78:8000
山东教育卫视,http://39.77.22.26:4002/rtp/239.253.254.59:8000
湖南卫视,http://39.77.22.26:4002/rtp/239.253.254.82:8000
江苏卫视,http://39.77.22.26:4002/rtp/239.253.254.83:8000
湖北卫视,http://39.77.22.26:4002/rtp/239.253.254.88:8000
浙江卫视,http://39.77.22.26:4002/rtp/239.253.254.84:8000
安徽卫视,http://39.77.22.26:4002/rtp/239.253.254.87:8000
北京卫视,http://39.77.22.26:4002/rtp/239.253.254.85:8000
东方卫视,http://39.77.22.26:4002/rtp/239.253.254.86:8000
东南卫视,http://39.77.22.26:4002/rtp/239.253.254.105:8000
甘肃卫视,http://39.77.22.26:4002/rtp/239.253.254.74:8000
广东卫视,http://39.77.22.26:4002/rtp/239.253.254.90:8000
广西卫视,http://39.77.22.26:4002/rtp/239.253.254.197:8000
贵州卫视,http://39.77.22.26:4002/rtp/239.253.254.113:8000
海南卫视,http://39.77.22.26:4002/rtp/239.253.254.179:8000
河北卫视,http://39.77.22.26:4002/rtp/239.253.254.112:8000
河南卫视,http://39.77.22.26:4002/rtp/239.253.254.190:8000
黑龙江卫视,http://39.77.22.26:4002/rtp/239.253.254.93:8000
吉林卫视,http://39.77.22.26:4002/rtp/239.253.254.173:8000
江西卫视,http://39.77.22.26:4002/rtp/239.253.254.47:8000
重庆卫视,http://39.77.22.26:4002/rtp/239.253.254.38:8000
云南卫视,http://39.77.22.26:4002/rtp/239.253.254.196:8000
辽宁卫视,http://39.77.22.26:4002/rtp/239.253.254.92:8000
青海卫视,http://39.77.22.26:4002/rtp/239.253.254.195:8000
深圳卫视,http://39.77.22.26:4002/rtp/239.253.254.91:8000
四川卫视,http://39.77.22.26:4002/rtp/239.253.254.180:8000
山东卫视,http://39.77.26.75:4002/rtp/239.253.254.78:8000
山东教育卫视,http://39.77.26.75:4002/rtp/239.253.254.59:8000
湖南卫视,http://39.77.26.75:4002/rtp/239.253.254.82:8000
江苏卫视,http://39.77.26.75:4002/rtp/239.253.254.83:8000
湖北卫视,http://39.77.26.75:4002/rtp/239.253.254.88:8000
浙江卫视,http://39.77.26.75:4002/rtp/239.253.254.84:8000
安徽卫视,http://39.77.26.75:4002/rtp/239.253.254.87:8000
北京卫视,http://39.77.26.75:4002/rtp/239.253.254.85:8000
东方卫视,http://39.77.26.75:4002/rtp/239.253.254.86:8000
东南卫视,http://39.77.26.75:4002/rtp/239.253.254.105:8000
甘肃卫视,http://39.77.26.75:4002/rtp/239.253.254.74:8000
广东卫视,http://39.77.26.75:4002/rtp/239.253.254.90:8000
广西卫视,http://39.77.26.75:4002/rtp/239.253.254.197:8000
贵州卫视,http://39.77.26.75:4002/rtp/239.253.254.113:8000
海南卫视,http://39.77.26.75:4002/rtp/239.253.254.179:8000
河北卫视,http://39.77.26.75:4002/rtp/239.253.254.112:8000
河南卫视,http://39.77.26.75:4002/rtp/239.253.254.190:8000
黑龙江卫视,http://39.77.26.75:4002/rtp/239.253.254.93:8000
吉林卫视,http://39.77.26.75:4002/rtp/239.253.254.173:8000
江西卫视,http://39.77.26.75:4002/rtp/239.253.254.47:8000
重庆卫视,http://39.77.26.75:4002/rtp/239.253.254.38:8000
云南卫视,http://39.77.26.75:4002/rtp/239.253.254.196:8000
辽宁卫视,http://39.77.26.75:4002/rtp/239.253.254.92:8000
青海卫视,http://39.77.26.75:4002/rtp/239.253.254.195:8000
深圳卫视,http://39.77.26.75:4002/rtp/239.253.254.91:8000
四川卫视,http://39.77.26.75:4002/rtp/239.253.254.180:8000
河南卫视,http://219.156.16.222:4022/rtp/225.1.4.98:1127
星空卫视,https://stream1.freetv.fun/xing-kong-wei-shi-12.m3u8
星空卫视,https://stream1.freetv.fun/xing-kong-wei-shi-4.ctv
星空卫视,https://stream1.freetv.fun/xing-kong-wei-shi-10.m3u8
星空卫视,https://stream1.freetv.fun/xing-kong-wei-shi-11.m3u8
山东卫视,http://219.156.16.222:4022/rtp/225.1.4.88:1117
安徽卫视,http://219.156.16.222:4022/rtp/225.1.4.87:1116
深圳卫视,http://219.156.16.222:4022/rtp/225.1.4.90:1119
河北卫视,http://219.156.16.222:4022/rtp/225.1.4.123:1304
吉林卫视,http://219.156.16.222:4022/rtp/225.1.4.174:1309
山西卫视,http://219.156.16.222:4022/rtp/225.1.4.38:1067
北京卫视,http://123.118.58.227:8686/rtp/239.3.1.241:8000
湖南卫视,http://123.118.58.227:8686/rtp/239.3.1.132:8012
辽宁卫视,http://123.118.58.227:8686/rtp/239.3.1.210:8056
湖北卫视,http://123.118.58.227:8686/rtp/239.3.1.138:8044
吉林卫视,http://123.118.58.227:8686/rtp/239.3.1.240:8172
甘肃卫视,http://123.118.58.227:8686/rtp/239.3.1.49:8188
西藏卫视,http://123.118.58.227:8686/rtp/239.3.1.47:8164
陕西卫视,http://123.118.58.227:8686/rtp/239.3.1.41:8140
北京卫视,http://221.220.135.225:8012/rtp/239.3.1.241:8000
浙江卫视,http://221.220.135.225:8012/rtp/239.3.1.137:8036
江苏卫视,http://221.220.135.225:8012/rtp/239.3.1.135:8028
深圳卫视,http://221.220.135.225:8012/rtp/239.3.1.134:8020
广东卫视,http://221.220.135.225:8012/rtp/239.3.1.142:8048
安徽卫视,http://221.220.135.225:8012/rtp/239.3.1.211:8064
天津卫视,http://221.220.135.225:8012/rtp/239.3.1.141:1234
山东卫视,http://221.220.135.225:8012/rtp/239.3.1.209:8052
海南卫视,http://221.220.135.225:8012/rtp/239.3.1.45:8304
黑龙江卫视,http://221.220.135.225:8012/rtp/239.3.1.133:8016
云南卫视,http://221.220.135.225:8012/rtp/239.3.1.26:8108
四川卫视,http://221.220.135.225:8012/rtp/239.3.1.29:8288
山西卫视,http://221.220.135.225:8012/rtp/239.3.1.42:8172
内蒙古卫视,http://221.220.135.225:8012/rtp/239.3.1.43:8176
厦门卫视,http://221.220.135.225:8012/rtp/239.3.1.143:4120
海峡卫视,https://cdn.qd.je/163189/hxws
海峡卫视,https://cdn.qd.je/163189/hxws2
(国)大湾区卫视,http://38.75.136.137:98/gslb/dsdqpub/nfws.m3u8?auth=testpub
(外)大湾区卫视,http://38.75.136.137:98/gslb/dsdqpub/gdgj.m3u8?auth=testpub
华藏卫视,http://61.216.67.119:1935/HZTV/HZTV/chunklist.m3u8
华藏卫视,http://61.216.67.119:1935/HZTV/HZTV/playlist.m3u8
华藏卫视,https://5ddce30eb4b55.streamlock.net/HZTV/HZTV/playlist.m3u8
人间卫视,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u
人间卫视,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/playlist.m3u8
人间卫视,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8
香港卫视,http://webcast.hkstv.tv/livestream/mutfysrq/playlist.m3u8
唐人卫视,https://ntd02.akamaized.net/HD-NY/tracks-v3a1/mono.m3u8
星空卫视频道,http://122.224.58.42:85/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
星空卫视,http://122.224.58.42:85/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
星空卫视,http://xhyx.gz.cn:1698/hls/35/index.m3u8
汉天卫视,http://38.64.72.148/hls/modn/list/4025/chunklist1.m3u8
延边卫视[1280*720],https://srs.iyb983.cn/video/CYS/index.m3u8
内蒙古蒙语卫视[1920*1080],http://play1-qk.nmtv.cn/live/2315general.m3u8
内蒙古蒙语卫视[1920*1080],http://play1-qk.nmtv.cn/live/2324general.m3u8
浙江卫视[1920*1080],https://ali-xwl.cztv.com/live/channel011080Plxw.m3u8
湖南卫视4k超高清频道[3840*2160],http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/dWlwPTEyNy4wLjAuMSZ1aWQ9cWluZy1jbXMmbm5fdGltZXpvbmU9OCZjZG5leF9pZD1hbF9obHNfbGR2dCZ1dWlkPTliODY4NmU5ZTM2YzYwMmMmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8
北京卫视,http://go.bkpcp.top/mg/bjws
东方卫视,http://go.bkpcp.top/mg/dfws
浙江卫视,http://go.bkpcp.top/mg/zjws
江苏卫视,http://go.bkpcp.top/mg/jsws
湖南卫视,http://go.bkpcp.top/mg/hunws
广东卫视,http://go.bkpcp.top/mg/gdws
深圳卫视4k,http://go.bkpcp.top/mg/szws
山东卫视,http://go.bkpcp.top/mg/sdws
河南卫视,http://go.bkpcp.top/mg/hnws
江西卫视,http://go.bkpcp.top/mg/jxws
湖北卫视,http://go.bkpcp.top/mg/hubws
海南卫视,http://go.bkpcp.top/mg/hinws
陕西卫视,http://go.bkpcp.top/mg/sxws
兵团卫视,http://go.bkpcp.top/mg/btws
湖北卫视,http://nn.7x9d.cn/mk.php?ip=223.76.131.67:8014&id=hbws
📡卫视频道,#genre#
广东卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=gdwshd
广东卫视,http://107.150.60.122/live/gdwshd.m3u8
广东卫视,https://txmov2.a.kwimgs.com/upic/2023/01/26/09/BMjAyMzAxMjYwOTE3NDVfNzM5MzQzNzIyXzk0NjI1OTUwNTA3XzBfMw==_b_B81ddda927d33445d544befd008e60109.mp4
广东卫视,http://198.204.228.26/live/gdwshd.m3u8
广东卫视,http://38.75.136.137:98/gslb/dsdqpub/gdwshd.m3u8?auth=testpub
浙江卫视,http://38.75.136.137:98/gslb/dsdqpub/zjwshd.m3u8?auth=testpub
浙江卫视,http://107.150.60.122/live/zjwshd.m3u8
湖南卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=hnwshd
湖南卫视,http://107.150.60.122/live/hnwshd.m3u8
湖南卫视,http://8.138.7.223/tv/api.php?id=hnws4k
湖南卫视,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/Y2RuZXhfaWQ9YWxfaGxzX2xkdnQmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8
湖南卫视,https://txmov2.a.kwimgs.com/bs3/video-hls/5199687338554291078_hlsb.m3u8
北京卫视,http://107.150.60.122/live/bjwshd.m3u8
北京卫视,http://198.204.228.26/live/bjwshd.m3u8
北京卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=bjwshd
北京卫视,http://38.75.136.137:98/gslb/dsdqbv/bjwshd.m3u8?auth=test20251009
北京卫视,http://38.75.136.137:98/gslb/dsdqpub/bjwshd.m3u8?auth=testpub
湖北卫视,http://107.150.60.122/live/hbwshd.m3u8
湖北卫视,http://38.75.136.137:98/gslb/dsdqpub/hbwshd.m3u8?auth=testpub
湖北卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=hbwshd
湖北卫视,http://198.204.228.26/live/hbwshd.m3u8
湖北卫视,http://204.12.221.218:8181/3m1080p/hbws.m3u8
黑龙江卫视,http://38.75.136.137:98/gslb/dsdqpub/hljwshd.m3u8?auth=testpub
黑龙江卫视,http://198.204.228.26/live/hljwshd.m3u8
黑龙江卫视,http://107.150.60.122/live/hljwshd.m3u8
黑龙江卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=hljwshd
黑龙江卫视,http://204.12.221.218:8181/3m1080p/hljws.m3u8
安徽卫视,http://204.12.221.218:8181/3m1080p/ahws.m3u8
